age,annual_income,monthly_inhand_salary,credit_history_age,total_emi_per_month,num_bank_accounts,num_credit_card,interest_rate,num_of_loan,delay_from_due_date,num_of_delayed_payment,changed_credit_limit,num_credit_inquiries,outstanding_debt,credit_utilization_ratio,amount_invested_monthly,monthly_balance,loan_Auto Loan,loan_Credit-Builder Loan,loan_Debt Consolidation Loan,loan_Home Equity Loan,loan_Mortgage Loan,loan_No Loan,loan_Not Specified,loan_Payday Loan,loan_Personal Loan,loan_Student Loan,occupation_Accountant,occupation_Architect,occupation_Developer,occupation_Doctor,occupation_Engineer,occupation_Entrepreneur,occupation_Journalist,occupation_Lawyer,occupation_Manager,occupation_Mechanic,occupation_Media_Manager,occupation_Musician,occupation_Scientist,occupation_Teacher,occupation_Writer,credit_mix_Bad,credit_mix_Good,credit_mix_Standard,payment_of_min_amount_No,payment_of_min_amount_Yes,payment_behaviour_High_spent_Large_value_payments,payment_behaviour_High_spent_Medium_value_payments,payment_behaviour_High_spent_Small_value_payments,payment_behaviour_Low_spent_Large_value_payments,payment_behaviour_Low_spent_Medium_value_payments,payment_behaviour_Low_spent_Small_value_payments,credit_score
46,40807.77,3399.6475,68.0,75.80151,3.0,2.0,5.0,3.0,5.0,8.0,8.72,3.0,1133.1,39.11327,120.20388,433.95935,0,0,1,1,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
21,66105.4,5653.783,46.0,214.07213,6.0,8.0,31.0,5.0,26.0,22.0,5.52,9.0,1549.56,30.11104,180.14685,431.15936,1,0,0,0,1,0,1,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
41,44801.72,3973.4766,129.0,21.762531,0.0,5.0,6.0,1.0,14.0,13.0,6.03,5.0,156.08,38.367977,132.37021,523.2149,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
23,88290.45,7323.5376,84.0,56.615383,4.0,7.0,12.0,1.0,14.0,16.0,1.88,1.0,412.4,42.07807,191.0293,734.70905,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0
36,27113.76,1962.48,67.0,97.89329,7.0,3.0,8.0,7.0,29.0,22.0,8.12,7.0,834.43,35.985016,234.60802,153.7467,1,1,0,1,1,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
47,32390.15,2580.1792,126.0,0.0,3.0,6.0,5.0,0.0,10.0,15.0,8.81,4.0,596.56,34.67087,244.6385,303.37943,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
34,30988.61,2786.3843,70.0,0.0,5.0,3.0,11.0,0.0,13.0,4.0,7.32,3.0,820.56,30.396515,293.45288,275.18555,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
52,29462.18,2510.1816,96.0,16.714396,5.0,5.0,8.0,1.0,31.0,16.0,5.03,4.0,1477.96,25.215693,187.00505,317.29874,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
17,14677.92,1289.16,67.0,36.693394,10.0,8.0,21.0,4.0,44.0,21.0,18.08,7.0,2127.73,26.782537,41.781017,330.4416,0,1,1,0,0,0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
46,33647.34,2804.945,102.0,102.557556,8.0,5.0,9.0,4.0,15.0,12.0,12.07,4.0,1152.93,27.1133,183.93703,263.9999,0,0,1,0,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
52,89607.24,7256.27,120.0,147.84702,0.0,5.0,12.0,2.0,8.0,3.0,3.54,7.0,715.19,32.11235,116.29717,701.48285,0,1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
55,68041.56,5885.13,116.0,93.66878,3.0,5.0,1.0,3.0,9.0,6.0,11.55,4.0,844.81,32.54645,320.358,464.4862,0,0,0,1,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
38,14884.29,1174.0485,83.0,77.06391,9.0,9.0,19.0,4.0,42.0,19.0,8.49,14.0,1304.33,32.66388,138.76297,226.01796,0,1,0,0,1,0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
46,24585.55,2316.796,110.0,30.447777,3.0,4.0,14.0,2.0,10.0,14.0,11.35,0.0,195.38,35.759354,109.38613,381.84567,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
52,49937.4,4079.45,64.0,47.217598,3.0,3.0,7.0,2.0,21.0,11.0,22.53,3.0,1069.53,33.004723,57.634113,553.09326,0,0,0,0,0,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
27,33906.16,2668.5134,126.0,79.78613,5.0,3.0,9.0,3.0,20.0,9.0,4.17,0.0,625.99,35.816147,71.19938,375.8658,0,0,1,0,1,0,1,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
54,82969.92,6694.16,65.0,42.327576,4.0,5.0,20.0,1.0,8.0,15.0,7.81,1.0,822.11,32.06176,167.86665,709.22174,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
33,17770.48,1771.8733,100.0,19.474186,4.0,5.0,4.0,2.0,6.0,3.0,1.02,1.0,43.54,23.489096,115.171425,302.54172,0,0,0,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
42,27265.17,2411.0974,135.0,0.0,3.0,6.0,19.0,0.0,25.0,10.0,1.08,2.0,474.37,33.452618,309.35098,221.75876,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
36,9888.7,829.9135,34.0,100.782845,8.0,7.0,33.0,5.0,21.0,17.0,17.5,6.0,1416.74,33.379986,77.99372,253.57408,0,1,0,0,1,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
43,7893.875,900.82294,54.0,24.000246,8.0,8.0,17.0,5.0,49.0,19.0,18.22,6.0,1883.89,26.294788,42.74419,283.33786,0,1,0,0,0,0,1,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
30,26509.67,1820.1067,99.0,171.81001,8.0,7.0,18.0,2.0,24.0,23.0,14.37,4.0,1259.9,35.405094,83.587494,334.04895,0,0,0,0,1,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
31,42122.43,3451.2024,62.0,114.88713,7.0,10.0,15.0,4.0,50.0,21.0,19.3,6.0,2589.31,32.714745,214.65637,305.57675,0,0,1,0,1,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
26,30789.35,2738.779,84.0,73.8657,5.0,4.0,7.0,4.0,5.0,6.0,2.72,6.0,1106.11,34.632336,128.49866,351.51355,1,0,0,1,0,0,1,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
23,33531.19,2930.2659,113.0,35.335007,7.0,3.0,10.0,2.0,12.0,13.0,6.75,4.0,787.39,34.6146,73.03127,468.04816,0,0,0,1,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0
27,97881.44,8138.7866,113.0,217.46019,5.0,7.0,4.0,3.0,17.0,15.0,1.01,3.0,1379.45,37.601585,275.61752,610.80096,0,1,0,0,1,0,1,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
38,100831.95,8599.662,79.0,250.5993,0.0,1.0,3.0,3.0,5.0,0.0,6.0,6.0,220.4,35.01632,443.1438,426.22314,1,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
42,118636.88,9865.406,89.0,86.54293,8.0,6.0,9.0,1.0,18.0,13.0,11.94,4.0,1097.71,32.936142,98.45542,334.11926,1,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
43,37819.13,3185.5942,116.0,79.44873,0.0,3.0,1.0,4.0,9.0,1.0,7.63,1.0,754.73,24.558523,252.02975,257.08093,0,0,0,0,1,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
33,18848.994,1364.7496,118.0,0.0,3.0,6.0,10.0,0.0,4.0,6.0,7.76,7.0,159.31,27.735771,17.09527,369.3797,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
35,15807.59,1398.2992,59.0,39.44535,6.0,8.0,28.0,5.0,40.0,18.0,7.59,9.0,2400.96,39.493988,100.46263,289.92194,0,0,0,0,1,0,1,1,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
21,22019.77,1790.9808,90.0,42.075634,0.0,5.0,8.0,3.0,28.0,5.0,8.94,4.0,1467.8,38.0311,179.51306,237.50938,0,0,1,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
51,31151.46,2479.955,70.0,42.494854,0.0,3.0,9.0,3.0,7.0,6.0,7.47,5.0,62.17,34.022327,93.252914,402.24774,0,0,0,0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
37,21085.67,1919.1392,128.0,10.653354,5.0,7.0,11.0,1.0,30.0,12.0,1.78,6.0,1384.38,36.176544,38.25034,383.01022,0,0,0,0,0,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
40,19675.36,1440.6133,50.0,40.55941,9.0,4.0,14.0,4.0,10.0,8.0,13.31,9.0,1036.37,33.542805,97.13289,296.36905,1,0,0,0,0,0,1,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
43,59479.26,4833.605,44.0,166.11975,7.0,5.0,13.0,6.0,18.0,12.0,12.95,6.0,2189.62,37.66346,180.1638,417.07693,0,1,1,1,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
43,7136.905,842.74207,43.0,16.501385,7.0,8.0,34.0,3.0,50.0,16.0,2.79,12.0,1920.67,30.597555,30.977875,296.79495,0,1,0,0,1,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
19,30029.59,2406.4658,132.0,68.42706,0.0,4.0,5.0,4.0,16.0,10.0,4.48,5.0,466.13,39.671654,98.47222,333.7473,0,0,1,0,0,0,0,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
28,34392.44,2703.0366,55.0,80.04324,9.0,6.0,30.0,3.0,31.0,19.0,16.84,12.0,2405.43,33.29579,153.72778,306.53265,1,1,0,0,0,0,0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
32,73475.02,6225.9185,73.0,177.01685,0.0,5.0,8.0,3.0,30.0,9.0,5.6,1.0,148.21,36.891155,212.10104,483.47394,0,0,0,1,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
34,14461.52,1010.12665,36.0,41.82172,10.0,8.0,33.0,6.0,52.0,17.0,14.75,11.0,2566.1,35.045067,10.76647,288.42447,0,1,0,1,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
42,21336.9,1656.075,51.0,11.230332,3.0,5.0,6.0,1.0,17.0,20.0,21.75,7.0,1338.82,25.416628,56.050903,388.32626,0,0,1,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
38,56545.44,4619.12,55.0,184.67564,8.0,8.0,27.0,7.0,41.0,24.0,10.04,6.0,2493.18,30.673187,64.01755,453.2188,1,1,1,1,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
20,29043.01,2326.2507,78.0,153.65604,8.0,7.0,15.0,7.0,25.0,18.0,17.63,9.0,1434.58,23.068344,68.75249,107.51335,1,1,1,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
19,17565.58,1588.7983,27.0,100.63746,10.0,8.0,32.0,8.0,16.0,16.0,21.67,12.0,2986.89,37.16707,72.55901,275.68335,1,1,0,0,1,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
19,73737.36,5936.78,131.0,214.81346,7.0,3.0,18.0,4.0,20.0,20.0,13.92,2.0,1219.39,26.728958,245.06798,413.79657,0,1,0,0,0,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
37,19396.5,1441.375,35.0,64.71188,9.0,10.0,24.0,5.0,37.0,21.0,15.97,10.0,2552.26,29.63412,92.441124,276.9845,0,1,0,1,1,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
18,71368.6,5844.3833,118.0,0.0,6.0,3.0,6.0,0.0,19.0,15.0,10.88,8.0,1161.1,29.041147,134.70401,689.7343,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
31,44689.77,3741.1475,62.0,202.06108,6.0,6.0,20.0,7.0,8.0,8.0,8.31,7.0,2319.8,23.39562,109.119385,312.9343,0,0,1,1,0,0,0,1,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
44,15712.65,1195.3875,47.0,79.86676,10.0,7.0,22.0,9.0,23.0,26.0,16.94,9.0,2540.41,24.933287,63.556828,266.11517,0,0,1,1,1,0,1,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
19,41209.68,3413.14,29.0,127.74772,6.0,7.0,31.0,7.0,48.0,22.0,9.23,10.0,1801.46,30.59388,29.424698,424.14157,1,1,0,0,1,0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
36,24881.15,2304.4292,77.0,40.173668,4.0,6.0,19.0,2.0,8.0,7.0,17.84,8.0,931.68,30.75995,77.08064,363.1886,0,0,1,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
30,59850.24,5156.52,64.0,131.8174,5.0,5.0,17.0,3.0,12.0,14.0,14.0,13.0,2294.21,30.569094,40.256065,583.57855,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
25,68267.04,5768.92,51.0,316.7433,7.0,7.0,32.0,2.0,17.0,15.0,16.0,7.0,2357.03,37.00257,508.22852,269.74548,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
35,72330.98,6300.5815,138.0,31.379795,0.0,3.0,11.0,1.0,1.0,6.0,4.62,1.0,596.78,27.241022,110.06711,728.61127,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
48,58366.22,5041.8516,99.0,36.110275,5.0,5.0,1.0,1.0,13.0,21.0,1.37,3.0,383.3,25.351603,173.20454,544.87036,0,1,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0
45,26918.38,2442.1982,106.0,43.92661,6.0,5.0,10.0,2.0,10.0,15.0,5.48,6.0,1054.9,31.030298,56.032234,394.261,0,0,1,0,0,0,0,0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
48,60595.11,5106.5923,69.0,79.49363,8.0,4.0,5.0,2.0,17.0,14.0,8.23,7.0,412.1,31.320978,77.57779,603.5878,1,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
45,14584.2,997.35,28.0,46.138283,8.0,9.0,15.0,4.0,47.0,12.0,17.9,12.0,1555.23,30.363718,49.748974,293.84775,1,1,0,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
28,41803.08,3685.59,121.0,49.75251,3.0,3.0,13.0,2.0,28.0,13.0,3.66,0.0,1204.07,24.409685,311.2144,277.5921,0,1,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
43,33199.8,2507.65,54.0,101.330025,7.0,10.0,22.0,6.0,24.0,15.0,12.0,15.0,1935.68,35.729565,92.85613,346.57883,1,1,1,1,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
20,37045.6,2820.1333,86.0,23.989574,5.0,7.0,9.0,1.0,9.0,2.0,1.18,3.0,1411.95,25.687859,253.10255,284.9212,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
43,32178.74,2470.5618,49.0,99.44575,10.0,6.0,21.0,6.0,44.0,8.0,14.15,9.0,2165.47,37.983356,154.40048,283.20996,1,0,1,0,0,0,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
44,67413.2,5824.7666,56.0,178.85077,9.0,10.0,16.0,4.0,47.0,11.0,16.18,16.0,1663.58,34.748234,99.94452,553.6814,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
31,35989.5,3039.125,37.0,184.3852,7.0,6.0,26.0,7.0,19.0,21.0,8.66,11.0,1754.71,36.83297,272.94104,136.58626,0,1,0,0,1,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
31,28993.75,2459.1458,84.0,18.345585,2.0,4.0,12.0,1.0,9.0,2.0,6.74,0.0,822.72,33.828575,94.31949,423.2495,0,0,0,0,0,0,0,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
